NC_genome COG Start End Ui
NC_014394 COG2913 2331472 2331831 8
NC_014394 COG0497 2331874 2333535 18
NC_014394 COG0061 2333550 2334422 6
NC_014394 COG0488 2334467 2336314 27
NC_014394 COG3129 2336755 2337714 12
NC_014394 COG0727 2337773 2338075 4
NC_014394 COG0841 2338079 2341144 29
NC_014394 COG0845 2341141 2342181 12
NC_014394 COG0276 2342354 2343439 11
NC_014394 COG2114 2343522 2344370 9
NC_014394 COG0589 2345148 2345588 8
NC_014394 COG2199 2345645 2347342 21
NC_014394 COG1949 2347380 2347925 4
NC_014394 COG0501 2348008 2349270 17
NC_014394 COG1162 2349587 2350459 9
NC_014394 COG3310 2350483 2351025 6
NC_014394 COG2334 2351236 2352225 10
NC_014394 COG0436 2352298 2353491 6
NC_014394 COG2226 2354185 2354805 2
NC_014394 COG1553 2354816 2355136 2
NC_014394 COG2217 2356495 2358678 20
NC_014394 COG0672 2359317 2360141 5
NC_014394 COG0735 2360570 2361001 2
NC_014394 COG3439 2361160 2361555 4
NC_014394 COG3462 2361627 2361848 2
NC_014394 COG0347 2361952 2362308 6
NC_014394 COG3696 2362366 2365452 27
NC_014394 COG0845 2365462 2366670 11
NC_014394 COG1538 2366702 2367961 15
NC_014394 COG5606 2369802 2370122 1
NC_014394 COG4679 2370115 2370483 4
NC_014394 COG1047 2372076 2372570 8
NC_014394 COG2850 2372740 2373864 20
NC_014394 COG1235 2374717 2375484 3
NC_014394 COG3317 2375549 2376625 8
NC_014394 COG0329 2376641 2377522 15
NC_014394 COG1918 2377697 2377930 4
NC_014394 COG0370 2377927 2379714 28
NC_014394 COG2919 2379716 2380030 3
NC_014394 COG0148 2380137 2381420 7
NC_014394 COG2877 2381492 2382343 10
NC_014394 COG0504 2382340 2383998 14
NC_014394 COG0365 2384198 2386165 17
NC_014394 COG0741 2386453 2387814 12
NC_014394 COG5393 2388106 2388489 0
NC_014394 COG4575 2388489 2388815 2
NC_014394 COG0444 2388901 2390886 13
NC_014394 COG1173 2390883 2392178 14
NC_014394 COG0601 2392175 2393146 10
NC_014394 COG4166 2393236 2395371 16
NC_014394 COG2114 2395880 2397250 9
NC_014394 COG0354 2397315 2398250 7
NC_014394 COG3235 2398247 2398915 7
NC_014394 COG2153 2398901 2399338 4
NC_014394 COG1376 2399357 2399836 1
NC_014394 COG0590 2399799 2400521 8
NC_014394 COG2197 2400529 2400885 3
NC_014394 COG1776 2400882 2401493 9
NC_014394 COG2199 2401500 2402513 5
NC_014394 COG1225 2402576 2403022 2
NC_014394 COG1875 2403032 2404438 15
NC_014394 COG0229 2404435 2404830 6
NC_014394 COG2917 2404834 2405376 4
NC_014394 COG2350 2405376 2405678 2
NC_014394 COG0271 2405675 2405938 2
NC_014394 COG0760 2405973 2406758 8
NC_014394 COG3926 2406952 2407461 9
NC_014394 COG1076 2407913 2408686 6
NC_014394 COG1179 2408780 2409544 13
NC_014394 COG3614 2409837 2411879 18
NC_014394 COG0642 2411881 2415921 35
NC_014394 COG3385 2416087 2417256 7
NC_014394 COG3437 2417308 2418303 13
NC_014394 COG0745 2418412 2419539 8
NC_014394 COG0847 2420315 2421226 9
NC_014394 COG1187 2421239 2421778 4
NC_014394 COG2838 2421886 2424111 21
NC_014394 COG1278 2424177 2424380 0
NC_014394 COG2127 2424609 2424917 4
NC_014394 COG0542 2424919 2427159 17
NC_014394 COG0008 2427196 2428089 12
NC_014394 COG1109 2428097 2429449 5
NC_014394 COG0294 2429442 2430260 3
NC_014394 COG0465 2430337 2432256 20
NC_014394 COG0293 2432314 2432934 4
NC_014394 COG1534 2432973 2433323 6
NC_014394 COG0782 2433405 2433881 6
NC_014394 COG0458 2433937 2437164 40
NC_014394 COG0505 2437246 2438373 11
NC_014394 COG1971 2438564 2439097 3
NC_014394 COG4251 2439222 2443202 37
NC_014394 COG0745 2443407 2443874 10
NC_014394 COG2199 2443871 2445226 8
NC_014394 COG1723 2445752 2446555 7
NC_014394 COG0553 2446562 2449864 30
NC_014394 COG4886 2450011 2451324 14
NC_014394 COG0518 2451337 2452038 6
NC_014394 COG1469 2452081 2452878 10
NC_014394 COG1154 2452934 2454775 16
NC_014394 COG0142 2454775 2455668 9
NC_014394 COG1722 2455668 2455928 4
NC_014394 COG4638 2456038 2457129 5
NC_014394 COG5006 2457150 2457998 8
NC_014394 COG0267 2459380 2459535 3
NC_014394 COG0227 2459548 2459784 1
NC_014394 COG0598 2459979 2461298 9
NC_014394 COG0226 2461425 2462468 10
NC_014394 COG0573 2462565 2463527 11
NC_014394 COG0581 2463530 2464378 5
NC_014394 COG1117 2464392 2465165 7
NC_014394 COG3134 2465383 2465934 9
NC_014394 COG0642 2466019 2469558 54
NC_014394 COG1858 2469555 2470613 6
NC_014394 COG3437 2470674 2471765 10
NC_014394 COG2200 2471858 2473267 19
NC_014394 COG0586 2473332 2473967 8
NC_014394 COG0341 2474063 2474995 7
NC_014394 COG0342 2475005 2476816 20
NC_014394 COG1862 2476859 2477182 2
NC_014394 COG0343 2477235 2478353 9
NC_014394 COG0809 2478441 2479475 10
NC_014394 COG2816 2480487 2480933 2
NC_014394 COG0482 2480926 2482026 15
NC_014394 COG0015 2482092 2483465 10
NC_014394 COG0452 2484789 2485985 13
NC_014394 COG0756 2485982 2486437 2
NC_014394 COG3448 2487777 2488373 6
NC_014394 COG1051 2488407 2488931 2
NC_014394 COG0442 2489131 2490840 15
NC_014394 COG0741 2490837 2491514 10
NC_014394 COG1225 2491507 2491968 6
NC_014394 COG2862 2491968 2492564 6
NC_014394 COG3267 2492694 2493578 9
NC_014394 COG1450 2493722 2495521 25
NC_014394 COG3063 2495518 2496534 13
NC_014394 COG2804 2496541 2498277 17
NC_014394 COG1459 2498277 2499479 9
NC_014394 COG2165 2503528 2504352 8
NC_014394 COG4567 2504349 2504987 9
NC_014394 COG0642 2504984 2506078 12
NC_014394 COG1943 2507798 2508535 7
NC_014394 COG0215 2508701 2510071 14
NC_014394 COG3671 2510074 2510418 6
NC_014394 COG0008 2510415 2512076 11
NC_014394 COG4783 2512288 2513355 11
NC_014394 COG3034 2513355 2514518 13
NC_014394 COG0652 2514515 2515099 11
NC_014394 COG2908 2515110 2515913 9
NC_014394 COG2199 2515895 2518057 26
NC_014394 COG5001 2518064 2521537 37
NC_014394 COG2908 2521796 2522560 4
NC_014394 COG0438 2522576 2523733 6
NC_014394 COG2199 2523740 2524738 8
NC_014394 COG1267 2525203 2525706 4
NC_014394 COG0611 2525690 2526631 10
NC_014394 COG0781 2526672 2527145 7
NC_014394 COG0054 2527142 2527594 6
NC_014394 COG0108 2527607 2528695 7
NC_014394 COG0307 2528692 2529288 7
NC_014394 COG1985 2529291 2530391 11
NC_014394 COG1327 2530384 2530869 6
NC_014394 COG0112 2530947 2532194 12
NC_014394 COG5001 2532365 2534542 23
NC_014394 COG2199 2534699 2536087 9
NC_014394 COG0312 2536147 2537490 10
NC_014394 COG3028 2537589 2538341 8
NC_014394 COG0840 2538396 2539859 18
NC_014394 COG2202 2539834 2540352 4
NC_014394 COG0400 2540489 2541154 3
NC_014394 COG0735 2542349 2542780 4
NC_014394 COG2360 2542797 2543456 6
NC_014394 COG2935 2543453 2544202 8
NC_014394 COG0167 2545123 2546139 13
NC_014394 COG4657 2546253 2546828 3
NC_014394 COG2878 2546828 2547376 4
NC_014394 COG4656 2547380 2549047 12
NC_014394 COG4658 2549055 2550089 6
NC_014394 COG4659 2550086 2550736 6
NC_014394 COG4660 2550733 2551419 10
NC_014394 COG0177 2551416 2552051 7
NC_014394 COG2199 2552650 2555679 24
NC_014394 COG0607 2556259 2556615 8
NC_014394 COG0150 2557262 2558311 6
NC_014394 COG0299 2558405 2559043 4
NC_014394 COG0144 2560841 2562094 8
NC_014394 COG0143 2562215 2564302 14
NC_014394 COG3260 2564353 2564868 8
NC_014394 COG3261 2564878 2566422 18
NC_014394 COG0651 2566427 2567884 14
NC_014394 COG4237 2568017 2568685 2
NC_014394 COG0650 2568686 2569645 8
NC_014394 COG0651 2569645 2571654 16
NC_014394 COG1251 2571845 2572984 9
NC_014394 COG0783 2572996 2573493 5
NC_014394 COG1773 2573568 2573732 0
NC_014394 COG1592 2573753 2574223 3
NC_014394 COG0583 2574350 2575267 10
NC_014394 COG4890 2576664 2576798 0
NC_014394 COG1294 2576811 2577947 10
NC_014394 COG1271 2577949 2579550 15
NC_014394 COG0798 2579910 2580953 6
NC_014394 COG0003 2580970 2582718 20
NC_014394 COG0394 2583119 2583616 6
NC_014394 COG0640 2583635 2583958 1
NC_014394 COG0389 2587767 2589041 12
NC_014394 COG1974 2589045 2589485 2
NC_014394 COG2135 2589598 2590224 3
NC_014394 COG0507 2590285 2592603 16
NC_014394 COG4688 2593443 2595374 13
NC_014394 COG1484 2596399 2597166 9
NC_014394 COG2963 2598435 2598797 1
NC_014394 COG3436 2598794 2599132 4
NC_014394 COG3436 2599190 2600719 8
NC_014394 COG1942 2601203 2601406 4
NC_014394 COG0507 2603448 2605736 16
NC_014394 COG4688 2606637 2608760 27
NC_014394 COG4974 2610302 2611615 10
NC_014394 COG0629 2611772 2612254 2
NC_014394 COG0397 2612501 2614057 18
NC_014394 COG1696 2615193 2616599 13
NC_014394 COG3405 2618689 2619843 8
NC_014394 COG1192 2625990 2626760 12
NC_014394 COG0576 2628038 2628574 5
NC_014394 COG0443 2628719 2630641 25
NC_014394 COG0484 2630802 2631941 17
NC_014394 COG3158 2632010 2633878 21
NC_014394 COG0745 2633893 2634579 4
NC_014394 COG2205 2634572 2636089 12
NC_014394 COG0605 2636522 2637106 9
NC_014394 COG1074 2637175 2640474 29
NC_014394 COG2887 2640467 2643175 29
NC_014394 COG1146 2643269 2643592 4
NC_014394 COG3118 2643863 2644189 2
NC_014394 COG1158 2644326 2645582 6
NC_014394 COG0261 2645683 2645994 2
NC_014394 COG0211 2646012 2646269 5
NC_014394 COG0536 2646339 2647403 11
NC_014394 COG0263 2647443 2648576 9
NC_014394 COG3706 2648938 2650278 17
NC_014394 COG1686 2650826 2651869 6
NC_014394 COG5265 2651934 2653730 17
NC_014394 COG1502 2654057 2655193 14
NC_014394 COG3568 2655186 2655935 5
NC_014394 COG0379 2656702 2657778 18
NC_014394 COG0494 2657775 2658230 1
NC_014394 COG4290 2658628 2658990 2
NC_014394 COG0173 2658992 2660788 18
NC_014394 COG2928 2660794 2661411 4
NC_014394 COG2331 2661408 2661647 2
NC_014394 COG0513 2661968 2663482 14
NC_014394 COG3256 2665648 2667087 14
NC_014394 COG1959 2668215 2668700 4
NC_014394 COG3448 2668723 2669670 9
NC_014394 COG4309 2670516 2670776 2
NC_014394 COG1999 2671413 2672024 4
NC_014394 COG0843 2672040 2673485 14
NC_014394 COG1622 2673507 2674031 5
NC_014394 COG1959 2674176 2674574 2
NC_014394 COG1538 2674699 2676027 15
NC_014394 COG1309 2677038 2677661 6
NC_014394 COG1136 2677686 2678393 8
NC_014394 COG4591 2678398 2679585 5
NC_014394 COG0845 2679588 2680757 7
NC_014394 COG4973 2681035 2681661 6
NC_014394 COG3636 2681752 2682084 3
NC_014394 COG3657 2682081 2682404 2
NC_014394 COG2346 2682847 2683233 6
NC_014394 COG2829 2683236 2684306 8
NC_014394 COG1514 2684312 2684836 4
NC_014394 COG0247 2684955 2688776 37
NC_014394 COG5002 2690414 2691706 12
NC_014394 COG0745 2691744 2692433 3
NC_014394 COG0591 2692496 2693929 14
NC_014394 COG0248 2694453 2695928 10
NC_014394 COG0704 2695931 2696635 11
NC_014394 COG0120 2696734 2697399 9
NC_014394 COG0033 2697543 2699189 17
NC_014394 COG2314 2699342 2699677 5
NC_014394 COG3071 2700511 2701023 4
NC_014394 COG2959 2701020 2702120 11
NC_014394 COG1587 2702130 2702876 6
NC_014394 COG0181 2702869 2703822 7
NC_014394 COG2352 2703897 2706665 40
NC_014394 COG1357 2706744 2707799 7
NC_014394 COG0119 2707823 2709358 20
NC_014394 COG1183 2709546 2710289 13
NC_014394 COG0059 2710472 2711488 13
NC_014394 COG0440 2711537 2712028 5
NC_014394 COG0028 2712028 2713737 16
NC_014394 COG1595 2713824 2714456 6
NC_014394 COG0795 2715209 2716285 6
NC_014394 COG0795 2716282 2717415 6
NC_014394 COG0260 2717441 2718934 18
NC_014394 COG2927 2718942 2719367 5
NC_014394 COG0525 2719835 2722660 36
NC_014394 COG5001 2723137 2725839 29
NC_014394 COG0425 2725965 2726195 1
NC_014394 COG0607 2726192 2726527 1
NC_014394 COG4783 2726682 2728115 13
NC_014394 COG0727 2728140 2728910 4
NC_014394 COG3012 2728917 2729390 9
NC_014394 COG3279 2729434 2730195 9
NC_014394 COG3275 2730192 2731235 15
NC_014394 COG0165 2731281 2732681 12
NC_014394 COG0278 2732829 2733158 6
NC_014394 COG2890 2733212 2734078 9
NC_014394 COG0216 2734065 2735153 11
NC_014394 COG0373 2735150 2736403 16
NC_014394 COG4681 2736528 2737097 6
NC_014394 COG3012 2737085 2737510 2
NC_014394 COG0348 2737505 2738920 15
NC_014394 COG1167 2739063 2740490 13
NC_014394 COG1187 2740606 2741331 10
NC_014394 COG1161 2741342 2742286 6
NC_014394 COG1718 2742273 2743133 8
NC_014394 COG2890 2743134 2744264 15
NC_014394 COG0367 2744257 2746041 18
NC_014394 COG4785 2746130 2747767 11
NC_014394 COG4969 2747843 2748295 3
NC_014394 COG2206 2748567 2750198 20
NC_014394 COG2804 2750314 2752689 28
NC_014394 COG1234 2752721 2753485 10
NC_014394 COG1716 2753528 2754292 3
NC_014394 COG0631 2754306 2755133 8
NC_014394 COG0589 2755144 2755569 2
NC_014394 COG0861 2755579 2756316 7
NC_014394 COG0074 2756380 2757264 13
NC_014394 COG0045 2757264 2758430 8
NC_014394 COG0189 2759487 2760683 8
NC_014394 COG0574 2760884 2763250 20
NC_014394 COG0583 2763465 2764394 9
NC_014394 COG1806 2764384 2765187 6
NC_014394 COG0513 2765261 2766715 13
NC_014394 COG1451 2766740 2767255 6
NC_014394 COG0642 2767287 2770988 34
NC_014394 COG3287 2770996 2772111 8
NC_014394 COG0603 2780892 2781569 10
NC_014394 COG0602 2781569 2782228 8
NC_014394 COG1729 2782234 2782974 5
NC_014394 COG2885 2782979 2783488 4
NC_014394 COG0823 2783516 2784784 12
NC_014394 COG0848 2785521 2785928 0
NC_014394 COG0811 2785937 2786614 3
NC_014394 COG0824 2786626 2787033 7
NC_014394 COG2255 2787026 2788081 15
NC_014394 COG3318 2788118 2788822 5
NC_014394 COG0632 2788855 2789436 3
NC_014394 COG1575 2789457 2790395 11
NC_014394 COG0817 2790392 2790964 3
NC_014394 COG0217 2790975 2791700 7
NC_014394 COG1192 2791862 2792476 4
NC_014394 COG0281 2793453 2795723 14
NC_014394 COG1643 2795815 2799543 27
NC_014394 COG0664 2802618 2802974 5
NC_014394 COG2271 2803042 2804319 13
NC_014394 COG2195 2804798 2806264 10
NC_014394 COG2081 2806258 2807493 4
NC_014394 COG2102 2807579 2808253 7
NC_014394 COG3668 2808562 2808888 1
NC_014394 COG0488 2811513 2813162 20
NC_014394 COG2193 2813358 2813780 2
NC_014394 COG0474 2813806 2816427 23
NC_014394 COG2197 2816662 2817078 0
NC_014394 COG0810 2817154 2817831 6
NC_014394 COG4771 2817833 2819920 16
NC_014394 COG3182 2820017 2821216 7
NC_014394 COG1924 2821985 2822800 7
NC_014394 COG1775 2822797 2824098 13
NC_014394 COG0348 2824088 2825074 13
NC_014394 COG4771 2826225 2828537 23
NC_014394 COG3658 2828702 2829376 3
NC_014394 COG3909 2829428 2829892 3
NC_014394 COG3385 2830512 2831681 13
NC_014394 COG3162 2833514 2833828 2
NC_014394 COG0847 2834104 2834808 8
NC_014394 COG2905 2834805 2836700 22
NC_014394 COG4108 2837592 2839271 17
NC_014394 COG0459 2839786 2841423 21
NC_014394 COG0234 2841514 2841804 3
NC_014394 COG2070 2841918 2843168 6
NC_014394 COG0161 2843400 2844722 14
NC_014394 COG2027 2844719 2846098 17
NC_014394 COG0043 2846170 2847633 14
NC_014394 COG1560 2847684 2848550 7
NC_014394 COG1560 2848547 2849413 8
NC_014394 COG0192 2849487 2850650 8
NC_014394 COG2206 2850796 2852040 6
NC_014394 COG0499 2852205 2853617 19
NC_014394 COG1950 2853697 2854047 6
NC_014394 COG0685 2854047 2854874 5
NC_014394 COG0826 2855034 2856392 12
NC_014394 COG3038 2856503 2857051 5
NC_014394 COG2731 2857079 2857525 6
NC_014394 COG0251 2857594 2857980 1
NC_014394 COG1200 2858024 2860081 21
NC_014394 COG3161 2860062 2860610 4
NC_014394 COG0382 2860690 2861550 7
NC_014394 COG2226 2861547 2862176 10
NC_014394 COG3781 2862181 2863122 9
NC_014394 COG0408 2863347 2864267 8
NC_014394 COG0009 2864321 2864875 8
NC_014394 COG0151 2864872 2866149 16
NC_014394 COG0138 2866252 2867817 14
NC_014394 COG2901 2867947 2868192 3
NC_014394 COG0042 2868189 2869211 15
NC_014394 COG0654 2869287 2870465 9
NC_014394 COG1651 2870479 2871162 5
NC_014394 COG2199 2871172 2872110 12
NC_014394 COG2821 2872103 2873293 17
NC_014394 COG2967 2873280 2873657 1
NC_014394 COG1171 2873750 2875258 10
NC_014394 COG0212 2875275 2875880 9
NC_014394 COG2609 2875928 2878603 23
NC_014394 COG0508 2878619 2879866 15
NC_014394 COG1057 2879867 2880520 2
NC_014394 COG0799 2880514 2880876 2
NC_014394 COG1576 2880879 2881349 7
NC_014394 COG0424 2881358 2881978 6
NC_014394 COG1530 2882013 2883467 15
NC_014394 COG1872 2884450 2884740 1
NC_014394 COG0345 2885303 2886115 8
NC_014394 COG0325 2886141 2886836 8
NC_014394 COG2805 2886900 2887943 8
NC_014394 COG5008 2888010 2889146 12
NC_014394 COG1832 2889174 2889584 6
NC_014394 COG2818 2889581 2890156 6
NC_014394 COG0253 2890158 2890988 13
NC_014394 COG3159 2890998 2891624 8
NC_014394 COG4973 2891584 2892537 8
NC_014394 COG1092 2892534 2893871 12
NC_014394 COG0543 2893868 2894890 8
NC_014394 COG0451 2894951 2895808 8
NC_014394 COG1362 2895846 2897135 18
NC_014394 COG0326 2897246 2899144 17
NC_014394 COG0625 2899231 2899857 5
NC_014394 COG0547 2899861 2900895 13
NC_014394 COG0512 2900892 2901461 3
NC_014394 COG2509 2901452 2903089 19
NC_014394 COG0147 2903091 2904578 14
NC_014394 COG0546 2904698 2905393 14
NC_014394 COG0036 2905803 2906483 5
NC_014394 COG0637 2906549 2907256 4
NC_014394 COG0541 2907329 2908681 9
NC_014394 COG4137 2909093 2909905 5
NC_014394 COG0228 2910118 2910375 2
NC_014394 COG0806 2910365 2910889 3
NC_014394 COG0336 2910886 2911659 9
NC_014394 COG0335 2911660 2912043 1
NC_014394 COG1484 2912569 2913303 8
NC_014394 COG4584 2913327 2914847 15
NC_014394 COG1538 2916796 2918049 6
NC_014394 COG0845 2918046 2919629 13
NC_014394 COG3696 2919631 2922741 26
NC_014394 COG1230 2922760 2923410 7
NC_014394 COG3019 2923424 2923861 2
NC_014394 COG4244 2923899 2924369 4
NC_014394 COG3437 2925015 2926148 7
NC_014394 COG2217 2927418 2929808 24
NC_014394 COG2020 2930092 2930736 7
NC_014394 COG3350 2930747 2931223 3
NC_014394 COG2197 2931419 2931859 3
NC_014394 COG4585 2931883 2933826 22
NC_014394 COG0840 2935536 2938313 26
NC_014394 COG0350 2938404 2938871 2
NC_014394 COG4974 2938868 2939785 6
NC_014394 COG3411 2940949 2941260 3
NC_014394 COG2945 2941260 2941880 3
NC_014394 COG1131 2941877 2942791 9
NC_014394 COG3385 2943783 2944952 5
NC_014394 COG2188 2945177 2945938 5
NC_014394 COG3221 2945977 2946846 4
NC_014394 COG3638 2946903 2947682 8
NC_014394 COG3639 2947648 2948445 6
NC_014394 COG3639 2948446 2949240 8
NC_014394 COG3624 2949240 2949704 2
NC_014394 COG3625 2949694 2950275 6
NC_014394 COG3626 2950272 2951378 19
NC_014394 COG3627 2951375 2952262 12
NC_014394 COG4107 2952259 2953092 7
NC_014394 COG4778 2953100 2953816 6
NC_014394 COG3454 2953818 2954978 16
NC_014394 COG3709 2954968 2955549 5
NC_014394 COG1235 2955540 2956301 8
NC_014394 COG2510 2956298 2957158 11
NC_014394 COG0507 2965322 2967526 23
NC_014394 COG1682 2967622 2968467 9
NC_014394 COG0732 2970322 2971527 13
NC_014394 COG0286 2971527 2973149 13
NC_014394 COG4096 2973180 2975321 14
NC_014394 COG1281 2978762 2979658 3
NC_014394 COG4508 2979716 2980387 6
NC_014394 COG5001 2980581 2982725 19
NC_014394 COG2200 2985956 2987848 14
NC_014394 COG0840 2987851 2989476 12
NC_014394 COG0204 2989497 2990375 9
NC_014394 COG3943 2991692 2992726 17
NC_014394 COG4889 2993375 2996407 24
NC_014394 COG3176 2999676 3000434 13
NC_014394 COG0818 3000523 3000891 4
NC_014394 COG1225 3000901 3001386 6
NC_014394 COG1188 3001376 3001765 1
NC_014394 COG0797 3001792 3002700 10
NC_014394 COG0772 3002714 3003811 8
NC_014394 COG0768 3003811 3005745 17
NC_014394 COG2891 3005742 3006254 7
NC_014394 COG1792 3006254 3007153 11
NC_014394 COG1077 3007269 3008312 12
NC_014394 COG0721 3008397 3008684 4
NC_014394 COG0154 3008690 3010138 11
NC_014394 COG0064 3010148 3011596 12
NC_014394 COG0791 3011600 3012100 6
NC_014394 COG0404 3012510 3013598 8
NC_014394 COG0509 3013671 3014060 2
NC_014394 COG1003 3014145 3016994 29
NC_014394 COG2077 3017010 3017546 6
NC_014394 COG0524 3017588 3018526 12
NC_014394 COG3133 3018530 3018961 5
NC_014394 COG2114 3018970 3020736 25
NC_014394 COG1519 3020740 3021993 11
NC_014394 COG0639 3021990 3022814 12
NC_014394 COG1835 3022895 3024865 25
NC_014394 COG1696 3024869 3026356 10
NC_014394 COG1216 3028346 3029260 7
NC_014394 COG2226 3029257 3029850 6
NC_014394 COG3307 3029891 3031135 15
NC_014394 COG0438 3031125 3032225 11
NC_014394 COG1216 3032350 3033189 7
NC_014394 COG0463 3033186 3033932 3
NC_014394 COG1086 3033933 3035777 21
NC_014394 COG0472 3035767 3036741 12
NC_014394 COG0859 3036758 3037831 8
NC_014394 COG1898 3037863 3038408 2
NC_014394 COG1209 3038405 3039325 5
NC_014394 COG1091 3039730 3040617 4
NC_014394 COG1088 3040648 3041763 14
NC_014394 COG0451 3041789 3042733 6
NC_014394 COG0381 3042736 3043866 23
NC_014394 COG1086 3043859 3044869 7
NC_014394 COG1091 3044883 3045737 10
NC_014394 COG0438 3045734 3046963 11
NC_014394 COG0438 3048315 3049466 18
NC_014394 COG0451 3049463 3050416 6
NC_014394 COG3754 3050413 3051507 7
NC_014394 COG0110 3051565 3052266 6
NC_014394 COG0463 3052274 3053290 10
NC_014394 COG0463 3053326 3054357 7
NC_014394 COG1132 3054350 3056113 21
NC_014394 COG1088 3056162 3057184 8
NC_014394 COG0451 3057181 3058080 12
NC_014394 COG0451 3058085 3059023 12
NC_014394 COG0028 3059036 3060745 18
NC_014394 COG0399 3060769 3062082 13
NC_014394 COG0451 3062112 3063188 12
NC_014394 COG1208 3063185 3063958 5
NC_014394 COG1538 3064392 3065726 8
NC_014394 COG0392 3065843 3066799 12
NC_014394 COG0382 3066796 3067671 9
NC_014394 COG0560 3067668 3068282 3
NC_014394 COG0300 3068279 3069016 3
NC_014394 COG0277 3069016 3070344 9
NC_014394 COG1807 3070345 3071856 21
NC_014394 COG2518 3071899 3072546 14
NC_014394 COG0422 3072806 3074677 17
NC_014394 COG3313 3074677 3074862 0
NC_014394 COG1968 3074906 3075730 8
NC_014394 COG2924 3075807 3076076 2
NC_014394 COG0855 3076088 3078175 33
NC_014394 COG2062 3078701 3079147 4
NC_014394 COG2326 3079170 3080663 25
NC_014394 COG0659 3080701 3082905 29
NC_014394 COG5626 3082997 3083305 2
NC_014394 COG0663 3083319 3083858 5
NC_014394 COG0418 3083860 3084909 11
NC_014394 COG2176 3084993 3085607 8
NC_014394 COG3954 3085698 3086594 6
NC_014394 COG0495 3086837 3089518 36
NC_014394 COG2980 3089529 3090035 3
NC_014394 COG1466 3090035 3091033 7
NC_014394 COG1324 3091030 3091365 4
NC_014394 COG4232 3091369 3093183 25
NC_014394 COG0757 3093248 3093685 4
NC_014394 COG0511 3093700 3094161 6
NC_014394 COG0439 3094355 3095710 10
NC_014394 COG2264 3095710 3096603 7
NC_014394 COG1309 3097618 3098241 6
NC_014394 COG1538 3098241 3099635 12
NC_014394 COG0841 3099628 3102762 31
NC_014394 COG0845 3102752 3103912 13
NC_014394 COG2187 3104793 3106283 13
NC_014394 COG0313 3106287 3107150 5
NC_014394 COG3107 3107196 3108257 8
NC_014394 COG0792 3108254 3108592 2
NC_014394 COG0279 3108634 3109221 5
NC_014394 COG2823 3109224 3109784 7
NC_014394 COG2870 3109784 3110269 8
NC_014394 COG3536 3110266 3110619 5
NC_014394 COG2226 3110630 3111364 10
NC_014394 COG3668 3111787 3112092 1
NC_014394 COG2824 3112131 3112472 1
NC_014394 COG0564 3112657 3113268 6
NC_014394 COG4395 3113800 3114645 7
NC_014394 COG3165 3114648 3115217 3
NC_014394 COG0661 3115225 3116739 12
NC_014394 COG0116 3116752 3117897 10
NC_014394 COG1981 3117899 3118312 3
NC_014394 COG1192 3118449 3119213 5
NC_014394 COG4191 3119598 3120719 11
NC_014394 COG3950 3121149 3123038 18
NC_014394 COG4096 3128449 3130797 29
NC_014394 COG0286 3130848 3132323 13
NC_014394 COG0732 3132320 3134041 11
NC_014394 COG3638 3139283 3140086 3
NC_014394 COG3221 3140090 3140950 12
NC_014394 COG3639 3140964 3141770 7
NC_014394 COG1052 3141782 3142789 13
NC_014394 COG0583 3142795 3143664 6
NC_014394 COG0449 3144001 3145827 25
NC_014394 COG1207 3145900 3147273 15
NC_014394 COG0355 3147424 3147852 1
NC_014394 COG0055 3147868 3149265 15
NC_014394 COG0224 3149328 3150194 5
NC_014394 COG0056 3150266 3151807 17
NC_014394 COG0712 3151838 3152371 6
NC_014394 COG0711 3152377 3152847 9
NC_014394 COG0636 3152892 3153164 3
NC_014394 COG0356 3153225 3154025 8
NC_014394 COG1475 3154502 3155365 9
NC_014394 COG1192 3155369 3156151 6
NC_014394 COG0357 3156144 3156794 11
NC_014394 COG0445 3156784 3158667 25
NC_014394 COG0486 3158742 3160070 10
NC_014394 COG0706 3160054 3161679 13
NC_014394 COG0759 3161700 3161909 0
NC_014366 COG0593 361 1794 15
NC_014366 COG0592 1857 2960 9
NC_014366 COG1195 2964 4145 13
NC_014366 COG0187 4147 6570 21
NC_014366 COG0204 6661 7374 9
NC_014366 COG0751 7588 9663 24
NC_014366 COG0752 9683 10636 9
NC_014366 COG1638 12273 13298 15
NC_014366 COG1593 13316 15388 12
NC_014366 COG2049 15589 16299 8
NC_014366 COG1984 16296 17480 10
NC_014366 COG1540 17467 18186 7
NC_014366 COG0655 18236 18700 5
NC_014366 COG0451 25473 26390 9
NC_014366 COG0671 26448 27239 5
NC_014366 COG0484 27284 28987 17
NC_014366 COG1434 29042 29812 8
NC_014366 COG0300 30945 31745 6
NC_014366 COG3549 32054 32335 3
NC_014366 COG3093 32351 32647 2
NC_014366 COG3266 33827 35134 9
NC_014366 COG2334 35303 36307 12
NC_014366 COG0789 36354 37310 8
NC_014366 COG0002 37490 38431 5
NC_014366 COG5001 39066 42707 36
NC_014366 COG0550 45353 47371 14
NC_014366 COG2885 48464 49525 19
NC_014366 COG1680 49858 51129 18
NC_014366 COG0745 51164 51838 8
NC_014366 COG2067 51894 53174 11
NC_014366 COG1538 53528 54772 15
NC_014366 COG0845 54778 56244 21
NC_014366 COG3696 56253 59363 25
NC_014366 COG0642 59855 61243 8
NC_014366 COG3189 61807 62220 3
NC_014366 COG0183 63227 64534 13
